Tanggal,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Tn,Tx
1/1/2019,27.8,82,3.2,5.4,8,350,3,N ,24.8,31
2/1/2019,27.5,84,0,2.5,5,270,2,W ,25.6,31
3/1/2019,27.5,85,1.6,2.6,4,10,1,C ,25,29.8
4/1/2019,28.1,80,,0,6,10,2,C ,25.2,31
5/1/2019,28.5,81,0,0,5,340,2,C ,25.2,31
6/1/2019,29,79,0,9,6,320,2,C ,25.2,32.4
7/1/2019,29.4,79,0,11,5,360,2,N ,26.8,32.6
8/1/2019,28.1,85,0,6.8,5,360,1,C ,25.4,31.8
9/1/2019,29,84,27.6,5.8,6,360,2,C ,25,31.6
10/1/2019,28.7,81,0,7.9,3,300,1,C ,25.6,32.2
11/1/2019,29.2,82,1,8.4,5,340,1,C ,25.8,31.6
12/1/2019,28.6,82,6.7,9.6,4,360,2,N ,25.4,31.8
13-01-2019,27.7,86,1.8,8.5,5,290,1,C ,25,31.6
14-01-2019,27.5,84,1,5.8,6,270,2,W ,24.4,31
15-01-2019,28.2,82,0,4.7,8,270,2,C ,25.4,32
16-01-2019,27.3,88,1.2,5.7,5,270,2,C ,25.8,29.8
17-01-2019,27.9,84,0.6,0,8,270,4,W ,26,31.6
18-01-2019,27,88,22.9,6,4,350,1,C ,24.2,31.2
19-01-2019,27.4,86,8.6,5.6,4,340,1,C ,24.8,30.2
20-01-2019,27.8,83,5.2,4,2,350,0,C ,25.6,30
21-01-2019,27.3,88,,,6,270,2,W ,25,31.6
22-01-2019,26.2,90,20.8,4.8,11,250,4,W ,24.8,29.8
23-01-2019,26.3,87,40.8,0,9,280,3,W ,23.8,30.4
24-01-2019,27.8,83,5,1.4,8,310,4,W ,24.4,31.2
25-01-2019,26.5,90,4.1,5,9,280,2,W ,25,29
26-01-2019,27.5,84,13,0,21,250,5,W ,25,31
27-01-2019,25.8,93,33.9,6.2,9,260,2,C ,24,27.4
28-01-2019,26.6,86,10.9,0,5,300,2,C ,24.6,27.8
29-01-2019,26.7,90,1,0,5,270,2,C ,24,29.6
30-01-2019,26.6,85,3.5,0.7,7,330,3,W ,23.4,31.2
31-01-2019,26.9,90,0,10.2,4,340,1,C ,24,30.4
1/2/2019,27.3,87,2.8,2,5,360,2,C ,24.2,31.4
2/2/2019,27.4,87,1,6.5,5,270,2,C ,24.6,30.4
3/2/2019,25.9,,1,6.3,5,320,1,C ,24.6,30.8
4/2/2019,26.9,86,25.4,1.9,5,330,1,C ,22,31.2
5/2/2019,26.6,88,7.5,6,6,340,2,C ,24.4,30.6
6/2/2019,26.5,89,30.5,3.5,6,330,1,C ,23.2,30.8
7/2/2019,27.6,86,12.1,7.3,6,290,2,C ,24.8,31.4
8/2/2019,26.6,90,46.4,5.5,3,280,1,C ,23.8,30.8
9/2/2019,28.4,85,9.5,3.8,4,360,1,C ,24.6,31.6
10/2/2019,28.4,84,0.2,6.7,7,360,2,N ,26,31
11/2/2019,27.7,87,0.4,6.5,5,340,2,C ,25.2,31.2
12/2/2019,28,81,4.8,0.2,3,350,1,C ,24.8,31.2
13-02-2019,28,81,4.8,0.2,3,350,1,C ,24.8,31.2
14-02-2019,27.9,83,,6.2,6,340,2,N ,25,31.4
15-02-2019,27.4,89,0,7.3,3,260,1,C ,26,31
16-02-2019,27.8,85,23,2.4,8,130,2,C ,25,31.4
17-02-2019,28,81,40,9.6,4,250,2,C ,22,31.8
18-02-2019,27.7,84,0,9.7,4,360,2,C ,25.4,31.4
19-02-2019,28.2,81,0,6.6,5,350,1,C ,24.2,31.8
20-02-2019,28.6,81,0,9.6,5,280,2,C ,25.4,31.4
21-02-2019,28.2,78,0,6.3,3,310,1,C ,25.4,31
22-02-2019,27.9,82,0,5.7,4,340,1,C ,25,31.6
23-02-2019,27.3,84,2,6.8,6,320,2,C ,24.2,32
24-02-2019,28.2,82,11.3,7.1,4,320,2,C ,24.6,32.2
25-02-2019,28.6,82,3,8.4,4,30,2,C ,24,32.6
26-02-2019,29.8,80,0,8.5,6,110,4,SE,26,34
27-02-2019,30.6,74,0,9.1,6,340,3,E ,27,34.4
28-02-2019,29.9,77,0,9.6,6,320,2,C ,27,33
1/3/2019,27.7,,,,4,350,1,C ,26,32.2
2/3/2019,27.7,85,14.6,4.4,4,220,2,C ,25,32
3/3/2019,27.1,88,1.1,6.3,4,110,1,C ,25.2,31
4/3/2019,28.1,83,0,2.5,6,330,1,C ,25.2,31.6
5/3/2019,28.1,86,2.7,4.7,6,300,3,W ,25.2,31.6
6/3/2019,26,94,1,7.9,5,290,2,W ,25.6,29.2
7/3/2019,26.3,91,19.5,1,3,110,1,C ,23,28.8
8/3/2019,27.5,86,0,0,4,340,1,C ,24.6,30.8
9/3/2019,27.6,84,0,4.9,4,360,1,C ,25,31.2
10/3/2019,26.4,92,1,5.2,4,320,1,C ,24.2,30.6
11/3/2019,27.8,84,3,7,4,330,1,C ,25,31.6
12/3/2019,28,88,0.9,7.6,6,280,3,W ,25.4,31
13-03-2019,28.3,88,0,3.5,4,340,2,C ,24,32
14-03-2019,28.8,85,0,7.2,11,270,3,W ,25.8,31.8
15-03-2019,28.8,86,0,6.4,6,360,2,N ,26,32.4
16-03-2019,26.8,85,0,5.5,4,340,2,C ,25.4,30.8
17-03-2019,26.4,89,3,2.3,3,270,0,C ,24.2,30.8
18-03-2019,27.3,87,1,0.7,4,320,1,C ,22.6,30.6
19-03-2019,26.6,90,7,5.1,4,230,1,C ,25,30.8
20-03-2019,28,87,40.5,3.7,7,320,2,C ,23.8,31.4
21-03-2019,28.4,84,0,8.7,7,280,3,W ,25.2,32.2
22-03-2019,28.7,87,15,7.1,7,300,2,W ,25.2,32.6
23-03-2019,27.5,91,4.8,8.1,9,330,2,NW,24.6,31.4
24-03-2019,26.7,92,1.2,0,3,30,0,C ,25.4,27.8
25-03-2019,27.1,90,12.3,0,4,300,1,C ,25,30.4
26-03-2019,28.4,82,24,3.7,3,290,1,C ,23.8,32.6
27-03-2019,27.5,91,0,6.3,6,360,2,C ,25.8,32.4
28-03-2019,26.9,88,9.3,6.1,3,210,1,C ,24.2,31.6
29-03-2019,28,84,3,3.4,5,360,2,C ,24,31.8
30-03-2019,28.5,83,0,9.8,5,330,2,C ,25,31.8
31-03-2019,27.5,87,0,6.5,4,340,1,C ,25,31.6
1/4/2019,26.2,89,16.4,6.7,4,160,1,C ,24,30.8
2/4/2019,27.5,86,5.1,4.9,3,360,1,C ,25.6,30.8
3/4/2019,28.8,82,0,5.3,4,360,1,C ,25.2,33
4/4/2019,28.4,82,43.5,8.1,5,110,2,E ,24.8,33.6
5/4/2019,28.7,82,3.2,7.4,5,350,2,C ,25.2,31.8
6/4/2019,27.6,84,17.2,9.4,8,360,2,C ,24.8,31.8
7/4/2019,,,9.7,8.1,4,360,2,N ,24.4,32.4
8/4/2019,28.4,86,15.5,9,4,340,2,N ,25.2,31.8
9/4/2019,28.5,84,18.8,9.4,5,320,2,C ,25.2,32.4
10/4/2019,,,0,5.4,5,90,2,C ,25.6,32
11/4/2019,28,85,0,8.2,4,110,1,C ,25.2,31.2
12/4/2019,28.8,81,0.7,8.4,5,360,2,C ,25,34
13-04-2019,28.2,89,5.4,7.3,4,120,2,C ,25.8,32.6
14-04-2019,27.7,86,15.2,5.7,6,260,2,E ,25.4,34.6
15-04-2019,28.2,86,8.9,5.6,5,350,2,C ,24.6,34.4
16-04-2019,28.7,85,1,5.5,4,100,2,C ,25.6,32.4
17-04-2019,28.7,82,0,5.7,6,350,2,C ,25.8,31.8
18-04-2019,29.3,79,0,8.8,5,110,2,E ,25.8,34.2
19-04-2019,30.2,76,9.3,7.8,4,110,2,C ,25.2,33.6
20-04-2019,28.8,79,0,6.9,7,100,2,C ,26.4,33.8
21-04-2019,29.9,77,0,4.9,6,100,2,C ,26,33.4
22-04-2019,30.6,68,0,8.4,6,100,2,E ,27.4,34.8
23-04-2019,30.8,69,0,9.5,6,150,3,E ,27,34.6
24-04-2019,30,72,0,9.3,5,120,2,C ,27.4,33.8
25-04-2019,29.1,79,0,5.5,4,120,2,E ,27.4,34
26-04-2019,29.5,75,19.2,7,4,110,2,C ,25.4,33.6
27-04-2019,28.5,81,0,7.2,4,350,1,C ,25,32.4
28-04-2019,27.8,86,2,6.9,6,360,1,C ,25.2,30.6
29-04-2019,27.5,86,3.2,1.6,5,360,2,C ,25.8,31.4
30-04-2019,28.1,82,11.2,4.5,5,350,1,C ,24.8,32
1/5/2019,27.4,85,31.8,9,4,50,2,C ,25.4,31.4
2/5/2019,28.1,81,,5.4,4,330,2,C ,25.2,32
3/5/2019,28.9,76,,6.7,5,340,2,N ,24.8,32.6
4/5/2019,28.1,82,,7.8,4,340,2,N ,25.4,33.2
5/5/2019,28.3,82,14.5,7.8,5,270,1,C ,,33.6
6/5/2019,28.4,82,10.9,9.4,4,330,1,C ,25,32
7/5/2019,29.4,78,0,9.8,5,70,2,C ,23,33.6
8/5/2019,29,77,0.6,9,5,340,2,C ,26,33.2
9/5/2019,28.2,82,0,10.2,4,160,1,C ,26,33.2
10/5/2019,28.4,80,53.6,6.2,4,50,2,C ,25,32.4
11/5/2019,28.7,76,0,3.9,7,100,3,C ,25,32.6
12/5/2019,29,74,0,9,4,110,2,C ,25,32.4
13-05-2019,29.5,70,0,8,5,90,2,E ,25,34
14-05-2019,28.9,77,0,9.5,4,100,2,E ,26,34
15-05-2019,29.8,76,0,8.5,5,120,2,C ,26,33.8
16-05-2019,28.5,85,3.2,8.3,4,20,2,C ,25,31.8
17-05-2019,28.6,71,0,4.9,5,110,2,C ,24,33.6
18-05-2019,27.7,78,0,9.2,5,360,1,C ,24,32.8
19-05-2019,29.1,69,0,7.6,6,40,1,C ,24,33.6
20-05-2019,29.1,73,0,9.8,5,100,2,C ,25,33.4
21-05-2019,29.4,73,0,10.2,6,80,2,E ,24,34.6
22-05-2019,29.1,75,0,9.9,5,10,2,C ,25,35
23-05-2019,30,69,0,10.5,5,90,2,E ,26,35.6
24-05-2019,29.5,74,0,9.2,5,130,3,E ,24,33.8
25-05-2019,28.9,74,0,9.6,6,30,2,C ,25,33.6
26-05-2019,29.2,74,0,9.7,5,140,2,C ,25,34
27-05-2019,29.4,73,0,7.9,5,40,3,E ,26,33.8
28-05-2019,31.1,61,0,6.9,5,70,3,E ,25,34.2
29-05-2019,30.3,71,0,10.3,6,110,4,E ,25,34.6
30-05-2019,28.9,75,0,9.2,6,90,2,E ,26,34.2
31-05-2019,28.7,73,0,10,6,90,2,C ,25,33.8
1/6/2019,28.5,74,0,9.5,5,110,2,C ,23,34
2/6/2019,27.8,78,0,7.9,4,320,1,C ,24,32.4
3/6/2019,27.1,82,0,7.9,4,350,1,C ,24,31.8
4/6/2019,28.4,78,0,4,4,340,1,C ,24,33.8
5/6/2019,29.8,70,0,5.8,5,110,2,C ,23,33.4
6/6/2019,30.2,66,0,10.2,4,110,3,E ,26,33.6
7/6/2019,30.4,68,0,9.4,5,110,3,E ,26,34.2
8/6/2019,28.8,70,0,7.1,8,100,2,C ,24,34.2
9/6/2019,28.4,73,0,8.6,10,90,2,C ,24,34.2
10/6/2019,28.7,75,0,8.5,6,50,2,C ,24,35
11/6/2019,29.6,69,0,10.4,5,100,3,E ,24,35.6
12/6/2019,29.1,71,0,9.6,6,50,2,C ,24,34.6
13-06-2019,29.5,73,0,9.5,11,70,2,C ,25,33.6
14-06-2019,27.6,84,0,7.8,4,350,1,C ,26,30.8
15-06-2019,28.8,79,0,1.1,5,150,2,C ,25,34.6
16-06-2019,28.5,76,1,5.5,6,100,2,C ,24,33.6
17-06-2019,29.1,65,0,8.4,6,90,2,NE,25,33.4
18-06-2019,29,68,0,10.3,9,80,4,E ,24,33
19-06-2019,26.9,78,0,10.6,4,40,1,C ,23,31.8
20-06-2019,27.5,70,0,10.3,5,110,2,C ,23,33.2
21-06-2019,27,77,0,9.9,4,100,2,C ,22,32.4
22-06-2019,26.8,79,0,9.1,5,110,2,C ,22,32.8
23-06-2019,27.6,72,0,9.1,7,110,2,C ,23,33.8
24-06-2019,27.9,65,0,9.4,5,90,2,C ,23,34.6
25-06-2019,27.7,69,0,9.9,7,90,2,C ,24,34.6
26-06-2019,28.8,70,0,10.6,4,300,2,E ,24,34.2
27-06-2019,28.1,69,0,10.3,6,300,2,C ,24,33.8
28-06-2019,28,66,0,9.3,4,120,2,C ,23,33.6
29-06-2019,25.6,71,0,10.3,5,360,1,C ,21,33.2
30-06-2019,27,68,0,10.6,5,50,1,C ,22,32.4
1/7/2019,27.2,66,0,9.7,5,140,3,E ,22,32.8
2/7/2019,26.9,76,0,10,7,120,3,C ,22,33.8
3/7/2019,28.4,81,0,9.1,8,100,3,C ,22,34.8
4/7/2019,29,73,0,8.7,7,70,2,NE,25,34.4
5/7/2019,28.7,80,0.8,6.9,9,60,4,C ,25,33.8
6/7/2019,,,0,10,6,340,3,C ,25,33.4
7/7/2019,29,71,0,9.2,7,110,3,C ,25,33.6
8/7/2019,27,77,0,10,7,90,3,E ,24,33.2
9/7/2019,26.7,73,0,10,7,100,2,C ,23,34.4
10/7/2019,27.3,66,0,10,8,110,2,C ,22,33.4
11/7/2019,28.8,62,0,10.3,6,340,3,E ,23,33.6
12/7/2019,27.8,67,0,10,8,120,4,C ,23,33.8
13-07-2019,27.8,67,0,10.2,6,40,2,C ,23,33.6
14-07-2019,27.1,63,0,10.4,7,110,2,C ,21,33.2
15-07-2019,27.5,63,0,9.8,4,110,2,C ,21,33.8
16-07-2019,27.6,58,0,9,5,110,2,C ,22,34
17-07-2019,26.4,66,0,10,7,50,2,C ,22,33.8
18-07-2019,27.8,68,0,9.3,7,60,3,C ,20,34.6
19-07-2019,29.3,62,0,9.6,6,120,3,E ,23,33
20-07-2019,29.6,66,0,1.3,6,90,2,C ,26,34.8
21-07-2019,28.8,71,0,6.9,5,60,2,C ,24,34.4
22-07-2019,27.8,67,0,10,5,10,2,C ,23,34.4
23-07-2019,26.8,71,0,10.8,8,340,2,C ,22,32.8
24-07-2019,27.4,72,0,9.8,6,100,2,C ,23,34.6
25-07-2019,27,67,0,9.2,5,110,2,C ,23,33
26-07-2019,28.3,70,0,9.6,6,340,3,C ,24,33.8
27-07-2019,27.8,74,0,10.7,4,120,2,C ,24,32.8
28-07-2019,,,,,,,,,,
29-07-2019,27,66,0,9.6,6,120,2,C ,21,33.6
30-07-2019,28.1,63,0,10.4,4,40,2,C ,23,33
31-07-2019,25.7,,0,9.4,5,110,3,E ,22,34.4
1/8/2019,27.5,66,0,10.2,7,130,3,C ,22,34
2/8/2019,28.2,66,0,10.2,6,90,3,E ,24,34.6
3/8/2019,27.4,64,0,10.1,6,90,2,C ,23,33.6
4/8/2019,26.9,66,1.6,9.9,4,80,1,C ,21,32.4
5/8/2019,26.1,67,0,9.9,4,360,2,C ,21,32
6/8/2019,26.5,63,0,10,5,270,2,C ,20,34.2
7/8/2019,26.9,60,0,8.1,6,260,2,C ,18,34
8/8/2019,28,59,0,8.6,5,100,1,C ,22,33.8
9/8/2019,28.4,64,0,10.4,8,110,3,E ,23,35
10/8/2019,27.2,64,0,10.6,6,30,2,C ,23,34
11/8/2019,28.9,68,0,9.8,9,40,3,C ,24,34.2
12/8/2019,28.2,64,0,10.2,6,120,3,SE,23,34.4
13-08-2019,29.8,65,0,9.8,9,110,5,E ,24,34.6
14-08-2019,29.4,65,0,10.3,8,90,4,E ,26,35.2
15-08-2019,29.3,67,0,10,6,140,3,E ,26,34.8
16-08-2019,28,69,0,8,5,100,3,C ,24,34.6
17-08-2019,27.2,74,0,9.8,6,90,2,C ,23,34.4
18-08-2019,27.4,69,0,9.7,8,340,2,E ,22,35
19-08-2019,27,70,0,10.6,4,330,2,C ,22,33.4
20-08-2019,28.8,62,0,9.6,7,90,3,E ,23,34.8
21-08-2019,30.1,56,0,10.3,9,120,5,E ,26,34.8
22-08-2019,30,62,0.2,9.9,6,100,3,E ,27,34.8
23-08-2019,28.4,66,0,10,4,100,2,C ,23,34.2
24-08-2019,27.2,71,0,10,5,270,2,C ,22,33
25-08-2019,27,77,0,10.2,6,270,3,NW,23,33
26-08-2019,27.9,74,0,9,5,340,2,C ,24,33
27-08-2019,28,72,0,8.9,5,360,2,C ,24,32.8
28-08-2019,28.3,66,0,8.3,4,140,3,E ,24,34
29-08-2019,29,62,0,9.6,7,340,4,E ,25,34.8
30-08-2019,27.5,64,0,8.6,7,110,3,E ,23,34.4
31-08-2019,27.8,67,0,10,8,100,4,E ,23,34.6
1/9/2019,28.4,65,,,6,100,3,E ,,35.4
2/9/2019,27.5,70,0,10.5,4,270,2,C ,23,33
3/9/2019,28.7,70,0,10.1,6,330,3,N ,25,34.4
4/9/2019,28.8,68,0,9.4,5,10,2,NE,25,36.2
5/9/2019,27.9,56,0,9.8,6,120,3,E ,23,35
6/9/2019,28.4,56,0,10.4,6,70,2,C ,23,34.8
7/9/2019,28.8,56,0,9.8,7,90,3,E ,21,34.6
8/9/2019,28,68,0,11.3,5,90,2,N ,24,34
9/9/2019,28.9,64,0,9.5,6,350,3,E ,23,35.8
10/9/2019,30.8,40,0,10.5,9,110,3,E ,24,36.6
11/9/2019,27.7,66,0,10.4,6,360,3,C ,22,34.8
12/9/2019,27.8,58,0,9.3,6,350,3,C ,22,35.4
13-09-2019,27.3,56,0,10.5,6,60,2,C ,22,34.2
14-09-2019,27.3,66,0,10.2,7,60,2,C ,23,32.8
15-09-2019,29.3,62,0,9.8,7,340,3,C ,24,33.8
16-09-2019,29.2,65,4.3,6.6,5,350,3,E ,26,34.8
17-09-2019,28.4,70,0,10.2,6,100,3,E ,24,35
18-09-2019,28.5,69,0,9.2,6,100,2,E ,25,35
19-09-2019,27.7,72,0,10.2,7,330,3,E ,24,32.6
20-09-2019,28.6,66,0,9.7,5,70,3,E ,23,35.2
21-09-2019,28.2,73,0,10.2,5,100,2,NW,24,34.8
22-09-2019,28.7,70,0,10,6,330,3,E ,23,35.8
23-09-2019,29.6,72,0,8.4,7,340,3,C ,25,35.4
24-09-2019,30.5,70,0,10.2,7,100,3,E ,26,36
25-09-2019,29.6,73,0,10.2,10,350,3,C ,25,36.2
26-09-2019,30.7,74,0,9.6,5,100,3,E ,24,37
27-09-2019,29.5,79,0.4,9.8,6,40,2,NE,25,36.4
28-09-2019,29.1,76,0,8.7,7,350,3,C ,26,35
29-09-2019,29.9,72,6,9.7,7,90,4,E ,26,35.8
30-09-2019,29.5,67,0,9.7,8,110,3,C ,24,36.6
1/10/2019,28.6,74,0,10.4,6,340,2,C ,24,32
2/10/2019,29.8,71,0,10,7,300,2,C ,25,36.4
3/10/2019,30,73,0,10.3,7,110,3,C ,24,35.8
4/10/2019,29.4,72,1,10,6,100,2,C ,24,37.4
5/10/2019,29.3,64,0,11,8,110,3,E ,22,37.4
6/10/2019,29.4,72,0,11,8,100,2,C ,23,36.6
7/10/2019,28.8,75,0,10.4,4,340,2,C ,24,35.6
8/10/2019,30.7,69,0,8,4,50,2,C ,26,36.6
9/10/2019,30,72,0,9.9,6,350,3,C ,26,34.2
10/10/2019,30.9,66,0,9.3,6,100,3,C ,25,36.6
11/10/2019,30.9,66,0,7.3,6,110,2,C ,26,37.6
12/10/2019,28.8,72,0,10.4,5,320,2,C ,25,33.8
13-10-2019,28.9,72,0,9.5,4,310,1,C ,25,34.6
14-10-2019,29.8,72,0,9.9,4,80,1,C ,25,35.6
15-10-2019,29.5,75,0,10.4,4,350,1,C ,26,33.8
16-10-2019,29.8,71,0,10.4,5,340,2,C ,26,34.4
17-10-2019,29.7,73,0.2,7.5,6,340,3,C ,26,34.8
18-10-2019,29.7,74,0,9.8,6,350,2,C ,25,35.2
19-10-2019,28.8,79,0,11.5,6,350,1,C ,25,34.2
20-10-2019,29.3,80,7,8.9,5,90,2,C ,24,36.4
21-10-2019,30.2,72,0,9.5,7,110,2,C ,24,38
22-10-2019,30.2,74,0,11.1,4,70,1,C ,23,39.4
23-10-2019,30.4,69,0,11,7,80,3,C ,25,38.6
24-10-2019,31.1,67,0,10.6,7,100,3,C ,23,38
25-10-2019,30.4,72,0,10.8,6,350,2,C ,25,36.8
26-10-2019,30.3,72,0,10.8,6,310,2,N ,25,34.6
27-10-2019,29.2,77,0,9.9,5,350,2,C ,25,33
28-10-2019,30.6,63,0,7.2,6,110,3,W ,25,37.4
29-10-2019,29.8,74,0,10.6,6,350,3,NW,25,33.8
30-10-2019,29.8,73,0,9.6,6,350,2,C ,25,34.6
31-10-2019,30.4,72,0,10.5,5,290,2,C ,26,34.8
1/11/2019,28.7,82,26.6,10.5,6,230,2,C ,24,33.6
2/11/2019,,,0,5,3,40,2,C ,26,31.4
3/11/2019,26.9,,0.5,0.9,4,150,1,C ,25,34.4
4/11/2019,29.2,81,0.5,3.1,4,330,1,C ,25,33.3
5/11/2019,30.2,75,0,5.6,3,120,1,C ,27,34.6
6/11/2019,29.2,74,0,7.2,4,360,2,C ,24,34
7/11/2019,29.6,72,0,11.2,6,340,3,N ,25,34.6
8/11/2019,30.1,75,0,11.2,8,280,3,NW,26,35.6
9/11/2019,30.3,76,0,10.4,4,350,2,C ,26,34.8
10/11/2019,30.2,75,0.2,7.3,6,340,2,C ,25,35
11/11/2019,29.9,77,0,10.3,3,350,1,C ,25,34
12/11/2019,30.8,73,0,9.3,5,100,2,E ,25,36.8
13-11-2019,30.1,73,0,8.8,7,90,3,E ,27,36.4
14-11-2019,30.3,78,2,7.7,6,350,2,C ,26,34.6
15-11-2019,30.4,77,0,3.9,6,330,2,C ,27,34
16-11-2019,31.4,68,0,9.4,8,100,4,E ,23,38.2
17-11-2019,30.5,73,0,10.5,8,80,3,C ,23,37.6
18-11-2019,31.2,66,0,9.9,9,90,3,E ,25,38.4
19-11-2019,31.2,73,0,9.2,4,340,2,C ,27,34.6
20-11-2019,29.9,75,0,9.7,4,350,2,C ,27,33
21-11-2019,30.1,76,0.6,6.3,4,340,2,C ,26,34.4
22-11-2019,29.9,76,0,8.5,4,330,2,C ,26,34.2
23-11-2019,30.5,74,0,6.6,6,330,3,C ,24,37
24-11-2019,30.9,70,0,9.4,7,90,3,C ,26,37
25-11-2019,30.1,75,0,10.3,5,20,2,C ,26,34.2
26-11-2019,29.9,77,0,7.2,5,360,2,C ,26,34.2
27-11-2019,30.7,73,0,9.6,5,350,2,N ,26,34.4
28-11-2019,29.8,77,10,6.8,4,350,1,C ,26,33.4
29-11-2019,30.4,75,0,5.9,4,350,2,C ,27,34.6
30-11-2019,29.4,83,30.3,9.4,5,280,2,C ,25,33.6
1/12/2019,30.9,72,,6.4,5,60,2,E ,26,36.4
2/12/2019,30.2,80,0,10.1,4,330,2,C ,27,33.6
3/12/2019,30,80,0,8.7,8,340,3,C ,27,32.8
4/12/2019,28.7,83,0,7.6,7,350,3,N ,26,33.8
5/12/2019,28.5,82,45.5,7.2,3,60,1,C ,25,31.2
6/12/2019,28.2,82,14.7,0.9,6,350,2,C ,25,33.4
7/12/2019,28.4,85,36,7.9,7,45,2,C ,24,33.6
8/12/2019,29.4,84,8,4.8,5,360,2,W ,25,33.2
9/12/2019,28.8,86,3.6,7.7,5,340,2,NW,25,32.4
10/12/2019,28.4,84,7.9,7.2,7,260,2,C ,25,32.6
11/12/2019,29.1,78,0,7.8,6,10,2,C ,25,33
12/12/2019,28.7,83,0,8.5,4,280,1,C ,26,31.4
13-12-2019,28.8,82,0,1.8,5,260,2,C ,26,31.4
14-12-2019,29,80,0,3.1,5,280,2,C ,25,32.6
15-12-2019,28.2,88,29,8.9,5,320,1,C ,23,31.2
16-12-2019,28.2,87,14,6.9,4,280,2,C ,23,31.2
17-12-2019,27.3,87,0,5,5,350,2,C ,21,31.4
18-12-2019,28.2,85,25.5,6.2,4,310,1,C ,23,32.6
19-12-2019,29.3,83,1.6,8.5,5,350,2,C ,25,32.4
20-12-2019,29,82,2.2,7.9,4,350,2,N ,25,32.4
21-12-2019,29.5,82,0,8.5,4,340,2,C ,26,32.4
22-12-2019,28.1,86,0,5.3,4,350,1,C ,26,32.2
23-12-2019,28.1,84,0.8,6.4,4,360,1,C ,25,31
24-12-2019,28.9,84,0,4.9,5,10,2,C ,26,32.4
25-12-2019,27.9,87,0,7.5,6,360,2,C ,27,32.4
26-12-2019,28.2,86,5,1.9,4,340,2,C ,25,31.6
27-12-2019,27.9,88,0.6,5.3,5,360,2,C ,26,31.4
28-12-2019,27.5,90,31.9,5,4,280,2,C ,23,30.2
29-12-2019,28.7,84,0,1.2,4,310,2,C ,26,32
30-12-2019,29,86,4.8,6.6,3,310,1,C ,25,31.8
31-12-2019,27.5,88,0,3.9,3,330,1,C ,25,31.6
1/1/2020,27,88,9.6,3.6,6,280,4,W ,24.2,31.4
2/1/2020,27.4,87,16.7,3.4,6,280,3,W ,24,31
3/1/2020,28.4,84,2,2.5,7,270,3,W ,24.8,32.2
4/1/2020,27.1,90,36.6,4.6,8,270,2,C ,22,31.4
5/1/2020,26.8,92,3.7,0.8,6,270,2,C ,25.4,30.4
6/1/2020,26.3,92,20.3,0.2,4,360,2,C ,24.6,29.6
7/1/2020,26.7,94,28.8,3.2,5,280,2,C ,23.6,30.4
8/1/2020,26.9,93,28,3.1,5,360,2,C ,24.6,30.2
9/1/2020,26.4,90,13.5,2.1,4,260,2,C ,24.2,30.2
10/1/2020,26.9,93,2.5,2.9,6,290,2,W ,25.2,29.8
11/1/2020,27.1,89,6.4,0.4,3,330,1,C ,24.6,29.4
12/1/2020,27.7,86,8.6,0.4,4,320,2,W ,24.2,31.6
13-01-2020,27.3,86,,7.7,6,310,3,W ,24.8,30.8
14-01-2020,27.8,87,11,7.8,6,300,2,W ,24.8,30.6
15-01-2020,28.3,87,,,5,280,3,W ,25.4,30.8
16-01-2020,27.6,91,0,8.4,4,340,1,C ,26,31
17-01-2020,27.8,88,0,4.6,6,300,2,C ,24.8,31.8
18-01-2020,28.6,82,0,8.5,4,350,2,C ,24.6,31.8
19-01-2020,29.3,82,0,10.3,4,360,2,N ,26,32.2
20-01-2020,29.3,85,0,10.3,5,250,2,C ,25.4,32.2
21-01-2020,28.4,88,0,7.7,4,340,2,W ,25.6,
22-01-2020,29,83,0,4.7,4,350,2,C ,25.4,32.4
23-01-2020,29.4,80,0,9.4,4,330,2,C ,25.4,33
24-01-2020,28.7,84,,7.7,6,330,2,C ,26.6,31.6
25-01-2020,27.2,92,0,4.9,6,280,2,C ,26.2,31.4
26-01-2020,27.8,86,113.6,4.7,4,350,2,C ,24.6,31
27-01-2020,28.9,84,0,8.6,5,350,2,N ,26,31.4
28-01-2020,29,84,0,8.8,6,330,2,C ,26,32.2
29-01-2020,29.1,85,0,8.1,6,300,2,C ,26.4,31.8
30-01-2020,28.7,84,0,6.5,5,270,1,C ,26.2,31.4
31-01-2020,28.5,85,0,1.7,5,300,2,W ,26,32.2
1/2/2020,27.7,88,1,4.2,5,310,2,C ,25,31.8
2/2/2020,27,90,1,6.3,5,270,2,W ,25.8,30.6
3/2/2020,27.2,90,2.7,2.6,5,330,2,C ,25,31.6
4/2/2020,28.2,85,60.5,5.3,4,200,2,C ,22.2,31
5/2/2020,27.6,86,54.2,6.1,4,290,1,C ,25,31.4
6/2/2020,27.8,87,13.4,5,6,340,3,NW,25.2,31
7/2/2020,26.8,89,8.2,7.1,6,300,2,C ,25,31.2
8/2/2020,27.7,85,29.5,3.6,8,260,3,W ,22.6,31.6
9/2/2020,27.4,84,,4.2,5,260,1,C ,25.4,31.2
10/2/2020,27.5,88,0.5,1.6,5,330,2,N ,25.4,30.8
11/2/2020,27.6,87,0,6.2,4,350,1,C ,24.8,30.6
12/2/2020,27.1,88,0,1.6,3,350,1,C ,24.4,
13-02-2020,28.4,,,,5,350,1,C ,,31.4
