Tanggal,Tavg,RH_avg,RR,ss,ff_x,ddd_x,ff_avg,ddd_car,Tn,Tx
21-11-2021,28.2,84,0,0,5,340,2,C ,25.6,31.4
22-11-2021,27.7,86,0.8,4.1,5,310,3,W ,25.4,30.4
23-11-2021,27.9,86,4.1,3.5,5,350,2,N ,24.8,31
24-11-2021,27.8,84,4.1,3.5,4,280,1,C ,25.2,30.6
25-11-2021,27.7,87,0.4,2.3,5,340,2,C ,26,31.4
26-11-2021,27.2,86,1.1,4,6,360,1,C ,24.8,31.4
27-11-2021,27.3,86,15.9,2.5,5,360,2,C ,24.2,30.6
28-11-2021,26.8,90,1.6,3.8,3,330,1,C ,25,28.4
29-11-2021,27.8,82,0,0,7,45,3,N ,25,31.4
30-11-2021,28.1,80,4.5,7.1,5,45,2,C ,25.2,31.4
1/12/2021,27.6,79,1.8,8.2,5,360,2,C ,23.8,31.4
2/12/2021,28.4,79,0,6.5,5,310,1,C ,25,32.2
3/12/2021,28.3,85,3.2,6,4,350,1,C ,25.6,30.8
4/12/2021,27.7,87,1.1,0.9,5,320,2,C ,25.4,30.6
5/12/2021,26.9,86,3.1,1.6,6,290,2,W ,25,30.4
6/12/2021,27,91,3.8,0.2,5,300,2,C ,24.4,30.2
7/12/2021,27.5,84,6,0,6,310,3,W ,24.6,31
8/12/2021,28.3,83,0.6,2.8,8,300,4,W ,25.6,31.8
9/12/2021,28.4,82,0,5.6,7,280,2,C ,25.8,31.6
10/12/2021,27.5,84,0,5.3,6,300,2,C ,25.8,31
11/12/2021,27.8,84,3.7,2.3,5,290,2,C ,25,31
12/12/2021,29.2,80,0.6,2.3,5,340,2,C ,25.4,31.8
13-12-2021,28.7,85,0,7,4,350,2,C ,26.4,31.6
14-12-2021,28.4,82,,7.8,5,220,2,C ,26,31.6
15-12-2021,27.4,90,0.8,6.2,5,360,2,C ,26.4,31.2
16-12-2021,27.7,86,12.8,4.6,4,330,2,C ,24.2,32
17-12-2021,28.3,84,4,3.6,4,350,2,C ,24.6,32
18-12-2021,28.3,88,3.3,7.8,4,330,2,C ,26.6,31.8
19-12-2021,28.5,83,2.9,3.4,5,360,2,C ,25.2,32.2
20-12-2021,28,85,0.9,8.3,6,340,2,C ,26.2,31.2
21-12-2021,26.5,90,5.8,2.1,3,120,1,C ,25.6,29.4
22-12-2021,27.8,84,3.1,0,4,330,2,C ,23.4,31.2
23-12-2021,28.4,80,0,9,5,360,2,C ,25.8,32.2
24-12-2021,27.4,86,22.2,5.6,4,350,2,C ,24.2,31.2
25-12-2021,27.8,84,0,7.1,4,360,2,C ,26,31.2
26-12-2021,27.3,86,11,3,5,330,2,C ,24.8,32
27-12-2021,26.9,86,5.5,6.2,11,250,2,C ,25,31.2
28-12-2021,27.6,84,56.8,3.1,7,320,2,W ,23.8,30.8
29-12-2021,27.7,84,8.1,5.3,5,330,2,C ,25.2,31.2
30-12-2021,28,83,0,5.7,5,360,1,C ,25,31
31-12-2021,26.8,86,11.5,3.2,5,340,1,C ,25.2,31
